"","algo","model","method","size","cpt.density","beta","alpha","nbLoops","m1","exec","exec.time","nb.cpts","nb"
"fpop",fpop,variance,,500,50,12.4292161968444,1e-09,10,0.01,5,4282286,2,NA
"dust",dust,variance,detIndex_Eval4,100,0,9.21034037197618,1e-09,10,0.01,6,1109501,1,6
"fpop",fpop,variance,,100,0,9.21034037197618,1e-09,10,0.01,6,4918770,1,NA
"dust",dust,variance,detIndex_Eval4,100,10,9.21034037197618,1e-09,10,0.01,6,494952,2,9
"fpop",fpop,variance,,100,10,9.21034037197618,1e-09,10,0.01,6,6655612,2,NA
"dust",dust,variance,detIndex_Eval4,100,20,9.21034037197618,1e-09,10,0.01,6,567891,1,9
"fpop",fpop,variance,,100,20,9.21034037197618,1e-09,10,0.01,6,3217065,1,NA
"dust",dust,variance,detIndex_Eval4,100,30,9.21034037197618,1e-09,10,0.01,6,514263,4,8
"fpop",fpop,variance,,100,30,9.21034037197618,1e-09,10,0.01,6,5709578,4,NA
"dust",dust,variance,detIndex_Eval4,100,40,9.21034037197618,1e-09,10,0.01,6,1263292,3,10
"fpop",fpop,variance,,100,40,9.21034037197618,1e-09,10,0.01,6,4960139,3,NA
"dust",dust,variance,detIndex_Eval4,100,50,9.21034037197618,1e-09,10,0.01,6,397167,2,6
"fpop",fpop,variance,,100,50,9.21034037197618,1e-09,10,0.01,6,2835273,2,NA
"dust",dust,variance,detIndex_Eval4,223.606797749979,0,10.8197782844103,1e-09,10,0.01,6,919220,1,3
"fpop",fpop,variance,,223.606797749979,0,10.8197782844103,1e-09,10,0.01,6,16321116,1,NA
"dust",dust,variance,detIndex_Eval4,223.606797749979,10,10.8197782844103,1e-09,10,0.01,6,1088181,1,3
"fpop",fpop,variance,,223.606797749979,10,10.8197782844103,1e-09,10,0.01,6,18248731,1,NA
"dust",dust,variance,detIndex_Eval4,223.606797749979,20,10.8197782844103,1e-09,10,0.01,6,589211,1,11
"fpop",fpop,variance,,223.606797749979,20,10.8197782844103,1e-09,10,0.01,6,14562544,1,NA
"dust",dust,variance,detIndex_Eval4,223.606797749979,30,10.8197782844103,1e-09,10,0.01,6,1135372,1,9
"fpop",fpop,variance,,223.606797749979,30,10.8197782844103,1e-09,10,0.01,6,3279959,1,NA
"dust",dust,variance,detIndex_Eval4,223.606797749979,40,10.8197782844103,1e-09,10,0.01,6,599297,1,7
"fpop",fpop,variance,,223.606797749979,40,10.8197782844103,1e-09,10,0.01,6,3422475,1,NA
"dust",dust,variance,detIndex_Eval4,223.606797749979,50,10.8197782844103,1e-09,10,0.01,6,494091,1,12
"fpop",fpop,variance,,223.606797749979,50,10.8197782844103,1e-09,10,0.01,6,3450273,1,NA
"dust",dust,variance,detIndex_Eval4,500,0,12.4292161968444,1e-09,10,0.01,6,1474565,1,6
"fpop",fpop,variance,,500,0,12.4292161968444,1e-09,10,0.01,6,21890146,1,NA
"dust",dust,variance,detIndex_Eval4,500,10,12.4292161968444,1e-09,10,0.01,6,1395517,1,11
"fpop",fpop,variance,,500,10,12.4292161968444,1e-09,10,0.01,6,6340404,1,NA
"dust",dust,variance,detIndex_Eval4,500,20,12.4292161968444,1e-09,10,0.01,6,631892,1,10
"fpop",fpop,variance,,500,20,12.4292161968444,1e-09,10,0.01,6,11194435,1,NA
"dust",dust,variance,detIndex_Eval4,500,30,12.4292161968444,1e-09,10,0.01,6,9956481,1,9
"fpop",fpop,variance,,500,30,12.4292161968444,1e-09,10,0.01,6,9404662,1,NA
"dust",dust,variance,detIndex_Eval4,500,40,12.4292161968444,1e-09,10,0.01,6,701469,1,10
"fpop",fpop,variance,,500,40,12.4292161968444,1e-09,10,0.01,6,4481628,1,NA
"dust",dust,variance,detIndex_Eval4,500,50,12.4292161968444,1e-09,10,0.01,6,716311,1,11
"fpop",fpop,variance,,500,50,12.4292161968444,1e-09,10,0.01,6,4675722,1,NA
"dust",dust,variance,detIndex_Eval4,100,0,9.21034037197618,1e-09,10,0.01,7,1078218,1,6
"fpop",fpop,variance,,100,0,9.21034037197618,1e-09,10,0.01,7,6880661,1,NA
"dust",dust,variance,detIndex_Eval4,100,10,9.21034037197618,1e-09,10,0.01,7,947551,1,4
"fpop",fpop,variance,,100,10,9.21034037197618,1e-09,10,0.01,7,9313232,1,NA
"dust",dust,variance,detIndex_Eval4,100,20,9.21034037197618,1e-09,10,0.01,7,856982,1,4
"fpop",fpop,variance,,100,20,9.21034037197618,1e-09,10,0.01,7,40545843,1,NA
"dust",dust,variance,detIndex_Eval4,100,30,9.21034037197618,1e-09,10,0.01,7,632671,2,8
"fpop",fpop,variance,,100,30,9.21034037197618,1e-09,10,0.01,7,2869795,1,NA
"dust",dust,variance,detIndex_Eval4,100,40,9.21034037197618,1e-09,10,0.01,7,531196,2,9
"fpop",fpop,variance,,100,40,9.21034037197618,1e-09,10,0.01,7,2984800,2,NA
"dust",dust,variance,detIndex_Eval4,100,50,9.21034037197618,1e-09,10,0.01,7,2678325,1,6
"fpop",fpop,variance,,100,50,9.21034037197618,1e-09,10,0.01,7,5361611,1,NA
"dust",dust,variance,detIndex_Eval4,223.606797749979,0,10.8197782844103,1e-09,10,0.01,7,1402446,1,7
"fpop",fpop,variance,,223.606797749979,0,10.8197782844103,1e-09,10,0.01,7,8014516,1,NA
"dust",dust,variance,detIndex_Eval4,223.606797749979,10,10.8197782844103,1e-09,10,0.01,7,604914,1,4
"fpop",fpop,variance,,223.606797749979,10,10.8197782844103,1e-09,10,0.01,7,2901160,1,NA
"dust",dust,variance,detIndex_Eval4,223.606797749979,20,10.8197782844103,1e-09,10,0.01,7,574861,1,8
"fpop",fpop,variance,,223.606797749979,20,10.8197782844103,1e-09,10,0.01,7,5426842,1,NA
"dust",dust,variance,detIndex_Eval4,223.606797749979,30,10.8197782844103,1e-09,10,0.01,7,662970,1,8
"fpop",fpop,variance,,223.606797749979,30,10.8197782844103,1e-09,10,0.01,7,3459211,1,NA
"dust",dust,variance,detIndex_Eval4,223.606797749979,40,10.8197782844103,1e-09,10,0.01,7,6152132,1,5
"fpop",fpop,variance,,223.606797749979,40,10.8197782844103,1e-09,10,0.01,7,7026662,1,NA
"dust",dust,variance,detIndex_Eval4,223.606797749979,50,10.8197782844103,1e-09,10,0.01,7,555837,1,14
"fpop",fpop,variance,,223.606797749979,50,10.8197782844103,1e-09,10,0.01,7,13947011,1,NA
"dust",dust,variance,detIndex_Eval4,500,0,12.4292161968444,1e-09,10,0.01,7,628694,1,5
"fpop",fpop,variance,,500,0,12.4292161968444,1e-09,10,0.01,7,11548593,1,NA
"dust",dust,variance,detIndex_Eval4,500,10,12.4292161968444,1e-09,10,0.01,7,614262,1,4
"fpop",fpop,variance,,500,10,12.4292161968444,1e-09,10,0.01,7,7970441,1,NA
"dust",dust,variance,detIndex_Eval4,500,20,12.4292161968444,1e-09,10,0.01,7,1505602,1,8
"fpop",fpop,variance,,500,20,12.4292161968444,1e-09,10,0.01,7,20341699,1,NA
"dust",dust,variance,detIndex_Eval4,500,30,12.4292161968444,1e-09,10,0.01,7,6301495,2,13
"fpop",fpop,variance,,500,30,12.4292161968444,1e-09,10,0.01,7,4935785,2,NA
"dust",dust,variance,detIndex_Eval4,500,40,12.4292161968444,1e-09,10,0.01,7,1784730,1,20
"fpop",fpop,variance,,500,40,12.4292161968444,1e-09,10,0.01,7,9875383,1,NA
"dust",dust,variance,detIndex_Eval4,500,50,12.4292161968444,1e-09,10,0.01,7,5119506,2,12
"fpop",fpop,variance,,500,50,12.4292161968444,1e-09,10,0.01,7,4914424,2,NA
"dust",dust,variance,detIndex_Eval4,100,0,9.21034037197618,1e-09,10,0.01,8,1248409,1,9
"fpop",fpop,variance,,100,0,9.21034037197618,1e-09,10,0.01,8,4051251,1,NA
"dust",dust,variance,detIndex_Eval4,100,10,9.21034037197618,1e-09,10,0.01,8,432427,1,4
"fpop",fpop,variance,,100,10,9.21034037197618,1e-09,10,0.01,8,12723243,1,NA
"dust",dust,variance,detIndex_Eval4,100,20,9.21034037197618,1e-09,10,0.01,8,1131805,1,7
"fpop",fpop,variance,,100,20,9.21034037197618,1e-09,10,0.01,8,7083283,1,NA
"dust",dust,variance,detIndex_Eval4,100,30,9.21034037197618,1e-09,10,0.01,8,616435,1,8
"fpop",fpop,variance,,100,30,9.21034037197618,1e-09,10,0.01,8,11841456,2,NA
"dust",dust,variance,detIndex_Eval4,100,40,9.21034037197618,1e-09,10,0.01,8,504874,1,6
"fpop",fpop,variance,,100,40,9.21034037197618,1e-09,10,0.01,8,2925719,1,NA
"dust",dust,variance,detIndex_Eval4,100,50,9.21034037197618,1e-09,10,0.01,8,6436754,2,9
"fpop",fpop,variance,,100,50,9.21034037197618,1e-09,10,0.01,8,2624164,2,NA
"dust",dust,variance,detIndex_Eval4,223.606797749979,0,10.8197782844103,1e-09,10,0.01,8,608522,1,3
"fpop",fpop,variance,,223.606797749979,0,10.8197782844103,1e-09,10,0.01,8,6803704,1,NA
"dust",dust,variance,detIndex_Eval4,223.606797749979,10,10.8197782844103,1e-09,10,0.01,8,1194412,1,5
"fpop",fpop,variance,,223.606797749979,10,10.8197782844103,1e-09,10,0.01,8,16879167,1,NA
"dust",dust,variance,detIndex_Eval4,223.606797749979,20,10.8197782844103,1e-09,10,0.01,8,625496,1,6
"fpop",fpop,variance,,223.606797749979,20,10.8197782844103,1e-09,10,0.01,8,9422169,1,NA
"dust",dust,variance,detIndex_Eval4,223.606797749979,30,10.8197782844103,1e-09,10,0.01,8,504915,1,8
"fpop",fpop,variance,,223.606797749979,30,10.8197782844103,1e-09,10,0.01,8,24059866,1,NA
"dust",dust,variance,detIndex_Eval4,223.606797749979,40,10.8197782844103,1e-09,10,0.01,8,554771,1,13
"fpop",fpop,variance,,223.606797749979,40,10.8197782844103,1e-09,10,0.01,8,4724225,1,NA
"dust",dust,variance,detIndex_Eval4,223.606797749979,50,10.8197782844103,1e-09,10,0.01,8,441570,1,11
"fpop",fpop,variance,,223.606797749979,50,10.8197782844103,1e-09,10,0.01,8,17621718,1,NA
"dust",dust,variance,detIndex_Eval4,500,0,12.4292161968444,1e-09,10,0.01,8,668136,1,8
"fpop",fpop,variance,,500,0,12.4292161968444,1e-09,10,0.01,8,9400726,1,NA
"dust",dust,variance,detIndex_Eval4,500,10,12.4292161968444,1e-09,10,0.01,8,1536024,1,7
"fpop",fpop,variance,,500,10,12.4292161968444,1e-09,10,0.01,8,4168880,1,NA
"dust",dust,variance,detIndex_Eval4,500,20,12.4292161968444,1e-09,10,0.01,8,661494,1,5
"fpop",fpop,variance,,500,20,12.4292161968444,1e-09,10,0.01,8,8088644,1,NA
"dust",dust,variance,detIndex_Eval4,500,30,12.4292161968444,1e-09,10,0.01,8,1431679,1,8
"fpop",fpop,variance,,500,30,12.4292161968444,1e-09,10,0.01,8,21850048,1,NA
"dust",dust,variance,detIndex_Eval4,500,40,12.4292161968444,1e-09,10,0.01,8,732547,2,15
"fpop",fpop,variance,,500,40,12.4292161968444,1e-09,10,0.01,8,4816885,2,NA
"dust",dust,variance,detIndex_Eval4,500,50,12.4292161968444,1e-09,10,0.01,8,1251484,2,12
"fpop",fpop,variance,,500,50,12.4292161968444,1e-09,10,0.01,8,5248738,2,NA
"dust",dust,variance,detIndex_Eval4,100,0,9.21034037197618,1e-09,10,0.01,9,1037382,1,5
"fpop",fpop,variance,,100,0,9.21034037197618,1e-09,10,0.01,9,4857311,1,NA
"dust",dust,variance,detIndex_Eval4,100,10,9.21034037197618,1e-09,10,0.01,9,456904,1,5
"fpop",fpop,variance,,100,10,9.21034037197618,1e-09,10,0.01,9,7659128,1,NA
"dust",dust,variance,detIndex_Eval4,100,20,9.21034037197618,1e-09,10,0.01,9,1450990,2,5
"fpop",fpop,variance,,100,20,9.21034037197618,1e-09,10,0.01,9,2889229,2,NA
"dust",dust,variance,detIndex_Eval4,100,30,9.21034037197618,1e-09,10,0.01,9,513976,1,8
"fpop",fpop,variance,,100,30,9.21034037197618,1e-09,10,0.01,9,6925556,1,NA
"dust",dust,variance,detIndex_Eval4,100,40,9.21034037197618,1e-09,10,0.01,9,467851,1,8
"fpop",fpop,variance,,100,40,9.21034037197618,1e-09,10,0.01,9,2761432,1,NA
"dust",dust,variance,detIndex_Eval4,100,50,9.21034037197618,1e-09,10,0.01,9,559117,2,5
"fpop",fpop,variance,,100,50,9.21034037197618,1e-09,10,0.01,9,10627282,2,NA
"dust",dust,variance,detIndex_Eval4,223.606797749979,0,10.8197782844103,1e-09,10,0.01,9,1214092,1,10
"fpop",fpop,variance,,223.606797749979,0,10.8197782844103,1e-09,10,0.01,9,20060890,1,NA
"dust",dust,variance,detIndex_Eval4,223.606797749979,10,10.8197782844103,1e-09,10,0.01,9,618239,1,10
"fpop",fpop,variance,,223.606797749979,10,10.8197782844103,1e-09,10,0.01,9,3639775,1,NA
"dust",dust,variance,detIndex_Eval4,223.606797749979,20,10.8197782844103,1e-09,10,0.01,9,1132953,1,6
"fpop",fpop,variance,,223.606797749979,20,10.8197782844103,1e-09,10,0.01,9,4363056,1,NA
"dust",dust,variance,detIndex_Eval4,223.606797749979,30,10.8197782844103,1e-09,10,0.01,9,959892,1,10
"fpop",fpop,variance,,223.606797749979,30,10.8197782844103,1e-09,10,0.01,9,2930434,1,NA
"dust",dust,variance,detIndex_Eval4,223.606797749979,40,10.8197782844103,1e-09,10,0.01,9,584168,1,11
"fpop",fpop,variance,,223.606797749979,40,10.8197782844103,1e-09,10,0.01,9,3542892,1,NA
"dust",dust,variance,detIndex_Eval4,223.606797749979,50,10.8197782844103,1e-09,10,0.01,9,602536,1,10
"fpop",fpop,variance,,223.606797749979,50,10.8197782844103,1e-09,10,0.01,9,18488212,1,NA
"dust",dust,variance,detIndex_Eval4,500,0,12.4292161968444,1e-09,10,0.01,9,1358740,1,8
"fpop",fpop,variance,,500,0,12.4292161968444,1e-09,10,0.01,9,13191012,1,NA
"dust",dust,variance,detIndex_Eval4,500,10,12.4292161968444,1e-09,10,0.01,9,675680,1,9
"fpop",fpop,variance,,500,10,12.4292161968444,1e-09,10,0.01,9,6679802,1,NA
"dust",dust,variance,detIndex_Eval4,500,20,12.4292161968444,1e-09,10,0.01,9,18369927,1,7
"fpop",fpop,variance,,500,20,12.4292161968444,1e-09,10,0.01,9,9487154,1,NA
"dust",dust,variance,detIndex_Eval4,500,30,12.4292161968444,1e-09,10,0.01,9,1257921,1,9
"fpop",fpop,variance,,500,30,12.4292161968444,1e-09,10,0.01,9,4309838,1,NA
"dust",dust,variance,detIndex_Eval4,500,40,12.4292161968444,1e-09,10,0.01,9,630047,1,8
"fpop",fpop,variance,,500,40,12.4292161968444,1e-09,10,0.01,9,4694049,1,NA
"dust",dust,variance,detIndex_Eval4,500,50,12.4292161968444,1e-09,10,0.01,9,1847583,1,8
"fpop",fpop,variance,,500,50,12.4292161968444,1e-09,10,0.01,9,4176875,1,NA
"dust",dust,variance,detIndex_Eval4,100,0,9.21034037197618,1e-09,10,0.01,10,1098841,1,4
"fpop",fpop,variance,,100,0,9.21034037197618,1e-09,10,0.01,10,9827331,1,NA
"dust",dust,variance,detIndex_Eval4,100,10,9.21034037197618,1e-09,10,0.01,10,441734,1,6
"fpop",fpop,variance,,100,10,9.21034037197618,1e-09,10,0.01,10,2717562,1,NA
"dust",dust,variance,detIndex_Eval4,100,20,9.21034037197618,1e-09,10,0.01,10,540503,1,6
"fpop",fpop,variance,,100,20,9.21034037197618,1e-09,10,0.01,10,5086378,1,NA
"dust",dust,variance,detIndex_Eval4,100,30,9.21034037197618,1e-09,10,0.01,10,472771,1,7
"fpop",fpop,variance,,100,30,9.21034037197618,1e-09,10,0.01,10,9053456,1,NA
"dust",dust,variance,detIndex_Eval4,100,40,9.21034037197618,1e-09,10,0.01,10,413977,1,11
"fpop",fpop,variance,,100,40,9.21034037197618,1e-09,10,0.01,10,26342910,1,NA
"dust",dust,variance,detIndex_Eval4,100,50,9.21034037197618,1e-09,10,0.01,10,495239,1,8
"fpop",fpop,variance,,100,50,9.21034037197618,1e-09,10,0.01,10,5922860,1,NA
"dust",dust,variance,detIndex_Eval4,223.606797749979,0,10.8197782844103,1e-09,10,0.01,10,700772,1,10
"fpop",fpop,variance,,223.606797749979,0,10.8197782844103,1e-09,10,0.01,10,9248575,1,NA
"dust",dust,variance,detIndex_Eval4,223.606797749979,10,10.8197782844103,1e-09,10,0.01,10,478675,1,7
"fpop",fpop,variance,,223.606797749979,10,10.8197782844103,1e-09,10,0.01,10,14111708,1,NA
"dust",dust,variance,detIndex_Eval4,223.606797749979,20,10.8197782844103,1e-09,10,0.01,10,589293,1,7
"fpop",fpop,variance,,223.606797749979,20,10.8197782844103,1e-09,10,0.01,10,13112169,1,NA
"dust",dust,variance,detIndex_Eval4,223.606797749979,30,10.8197782844103,1e-09,10,0.01,10,588145,1,11
"fpop",fpop,variance,,223.606797749979,30,10.8197782844103,1e-09,10,0.01,10,3708163,1,NA
"dust",dust,variance,detIndex_Eval4,223.606797749979,40,10.8197782844103,1e-09,10,0.01,10,546243,1,13
"fpop",fpop,variance,,223.606797749979,40,10.8197782844103,1e-09,10,0.01,10,3326371,1,NA
"dust",dust,variance,detIndex_Eval4,223.606797749979,50,10.8197782844103,1e-09,10,0.01,10,598190,1,13
"fpop",fpop,variance,,223.606797749979,50,10.8197782844103,1e-09,10,0.01,10,11589716,1,NA
"dust",dust,variance,detIndex_Eval4,500,0,12.4292161968444,1e-09,10,0.01,10,988387,1,6
"fpop",fpop,variance,,500,0,12.4292161968444,1e-09,10,0.01,10,4213078,1,NA
"dust",dust,variance,detIndex_Eval4,500,10,12.4292161968444,1e-09,10,0.01,10,2562008,1,10
"fpop",fpop,variance,,500,10,12.4292161968444,1e-09,10,0.01,10,9359070,1,NA
"dust",dust,variance,detIndex_Eval4,500,20,12.4292161968444,1e-09,10,0.01,10,739558,1,7
"fpop",fpop,variance,,500,20,12.4292161968444,1e-09,10,0.01,10,7880364,1,NA
"dust",dust,variance,detIndex_Eval4,500,30,12.4292161968444,1e-09,10,0.01,10,703068,1,9
"fpop",fpop,variance,,500,30,12.4292161968444,1e-09,10,0.01,10,10213018,1,NA
"dust",dust,variance,detIndex_Eval4,500,40,12.4292161968444,1e-09,10,0.01,10,692777,1,5
"fpop",fpop,variance,,500,40,12.4292161968444,1e-09,10,0.01,10,4317218,1,NA
"dust",dust,variance,detIndex_Eval4,500,50,12.4292161968444,1e-09,10,0.01,10,1229959,2,16
"fpop",fpop,variance,,500,50,12.4292161968444,1e-09,10,0.01,10,3997377,2,NA
